date,city,vegetable,wholesale_price,volume_kg,origin_province
2019-11-13,Nanjing,土豆,1.66,2935,Hebei
2019-11-14,Nanjing,土豆,1.89,2304,Henan
2019-11-15,Nanjing,土豆,1.5,2649,Hebei
2019-11-16,Nanjing,土豆,1.88,1907,Shandong
2019-11-17,Nanjing,土豆,1.96,2443,Guangdong
2019-11-18,Nanjing,土豆,1.57,3562,Shandong
2019-11-19,Nanjing,土豆,1.62,2475,Henan
2019-11-20,Nanjing,土豆,1.59,3142,Hebei
2019-11-21,Nanjing,土豆,1.79,2349,Henan
2019-11-22,Nanjing,土豆,1.75,2308,Henan
2019-11-23,Nanjing,土豆,2.11,2466,Henan
2019-11-24,Nanjing,土豆,1.9,2356,Sichuan
2019-11-25,Nanjing,土豆,1.59,2694,Henan
2019-11-26,Nanjing,土豆,2.21,2003,Hebei
2019-11-27,Nanjing,土豆,1.78,2054,Hebei
2019-11-28,Nanjing,土豆,2.0,2246,Guangdong
2019-11-29,Nanjing,土豆,1.86,2340,Henan
2019-11-30,Nanjing,土豆,2.02,2310,Henan
2019-12-01,Nanjing,土豆,1.7,2526,Henan
2019-12-02,Nanjing,土豆,1.89,2575,Sichuan
2019-12-03,Nanjing,土豆,1.96,2143,Hebei
2019-12-04,Nanjing,土豆,2.19,2232,Henan
2019-12-05,Nanjing,土豆,1.79,2016,Guangdong
2019-12-06,Nanjing,土豆,1.77,2371,Guangdong
2019-12-07,Nanjing,土豆,1.99,2524,Hebei
2019-12-08,Nanjing,土豆,2.16,2020,Guangdong
2019-12-09,Nanjing,土豆,1.9,2605,Shandong
2019-12-10,Nanjing,土豆,2.14,2151,Sichuan
2019-12-11,Nanjing,土豆,1.88,2577,Sichuan
2019-12-12,Nanjing,土豆,2.18,1832,Guangdong
2019-12-13,Nanjing,土豆,2.27,1842,Hebei
2019-12-14,Nanjing,土豆,2.14,2131,Sichuan
2019-12-15,Nanjing,土豆,1.86,2133,Henan
2019-12-16,Nanjing,土豆,2.0,2544,Shandong
2019-12-17,Nanjing,土豆,1.86,2264,Shandong
2019-12-18,Nanjing,土豆,2.27,1937,Henan
2019-12-19,Nanjing,土豆,2.27,1646,Shandong
2019-12-20,Nanjing,土豆,1.96,2071,Shandong
2019-12-21,Nanjing,土豆,2.06,1956,Sichuan
2019-12-22,Nanjing,土豆,2.42,1630,Hebei
2019-12-23,Nanjing,土豆,2.4,1961,Hebei
2019-12-24,Nanjing,土豆,2.17,1877,Shandong
2019-12-25,Nanjing,土豆,2.39,1643,Sichuan
2019-12-26,Nanjing,土豆,2.18,2178,Guangdong
2019-12-27,Nanjing,土豆,2.47,1488,Sichuan
2019-12-28,Nanjing,土豆,2.35,2044,Sichuan
2019-12-29,Nanjing,土豆,2.71,1934,Shandong
2019-12-30,Nanjing,土豆,2.12,1797,Henan
2019-12-31,Nanjing,土豆,2.34,2093,Guangdong
2020-01-01,Nanjing,土豆,2.32,2247,Sichuan
2020-01-02,Nanjing,土豆,2.11,2363,Shandong
2020-01-03,Nanjing,土豆,2.14,2300,Guangdong
2020-01-04,Nanjing,土豆,2.53,1798,Sichuan
2020-01-05,Nanjing,土豆,2.53,1423,Shandong
2020-01-06,Nanjing,土豆,2.35,1561,Guangdong
2020-01-07,Nanjing,土豆,2.36,1872,Henan
2020-01-08,Nanjing,土豆,2.04,2346,Henan
2020-01-09,Nanjing,土豆,2.41,1690,Sichuan
2020-01-10,Nanjing,土豆,2.71,1330,Shandong
2020-01-11,Nanjing,土豆,2.71,1639,Sichuan
2020-01-12,Nanjing,土豆,2.69,1570,Henan
2020-01-13,Nanjing,土豆,2.48,1753,Guangdong
2020-01-14,Nanjing,土豆,2.61,1734,Shandong
2020-01-15,Nanjing,土豆,2.46,2249,Guangdong
2020-01-16,Nanjing,土豆,2.9,1495,Henan
2020-01-17,Nanjing,土豆,3.0,1571,Shandong
2020-01-18,Nanjing,土豆,3.31,1466,Guangdong
2020-01-19,Nanjing,土豆,2.8,1390,Guangdong
2020-01-20,Nanjing,土豆,2.79,1681,Guangdong
2020-01-21,Nanjing,土豆,3.08,1234,Henan
2020-01-22,Nanjing,土豆,3.0,1787,Sichuan
2020-01-23,Nanjing,土豆,3.03,1365,Shandong
2020-01-24,Nanjing,土豆,2.93,1491,Sichuan
2020-01-25,Nanjing,土豆,2.81,1624,Shandong
2020-01-26,Nanjing,土豆,2.84,1849,Guangdong
2020-01-27,Nanjing,土豆,2.76,1684,Hebei
2020-01-28,Nanjing,土豆,2.91,1384,Guangdong
2020-01-29,Nanjing,土豆,3.12,1572,Guangdong
2020-01-30,Nanjing,土豆,2.84,1642,Guangdong
2020-01-31,Nanjing,土豆,3.27,1463,Sichuan
2020-02-01,Nanjing,土豆,3.06,1302,Henan
2020-02-02,Nanjing,土豆,3.23,1393,Hebei
2020-02-03,Nanjing,土豆,2.75,1877,Shandong
2020-02-04,Nanjing,土豆,3.12,1461,Sichuan
2020-02-05,Nanjing,土豆,3.36,1375,Henan
2020-02-06,Nanjing,土豆,3.23,1475,Henan
2020-02-07,Nanjing,土豆,3.01,1480,Sichuan
2020-02-08,Nanjing,土豆,2.93,1565,Hebei
2020-02-09,Nanjing,土豆,3.09,1523,Sichuan
2020-02-10,Nanjing,土豆,2.43,1753,Henan
2020-02-11,Nanjing,土豆,2.96,1588,Sichuan
2020-02-12,Nanjing,土豆,3.2,1370,Sichuan
2020-02-13,Nanjing,土豆,3.14,1268,Hebei
2020-02-14,Nanjing,土豆,2.93,1490,Henan
2020-02-15,Nanjing,土豆,3.28,1269,Guangdong
2020-02-16,Nanjing,土豆,3.02,1446,Hebei
2020-02-17,Nanjing,土豆,3.26,1290,Hebei
2020-02-18,Nanjing,土豆,2.82,1610,Sichuan
2020-02-19,Nanjing,土豆,3.08,1534,Sichuan
2020-02-20,Nanjing,土豆,2.78,1664,Hebei
2020-02-21,Nanjing,土豆,2.85,1533,Shandong
2020-02-22,Nanjing,土豆,2.74,1789,Guangdong
2020-02-23,Nanjing,土豆,3.0,1359,Shandong
2020-02-24,Nanjing,土豆,2.87,1348,Henan
2020-02-25,Nanjing,土豆,3.31,1369,Hebei
2020-02-26,Nanjing,土豆,3.06,1265,Guangdong
2020-02-27,Nanjing,土豆,2.68,1929,Shandong
2020-02-28,Nanjing,土豆,2.75,1596,Sichuan
2020-02-29,Nanjing,土豆,2.71,1581,Hebei
2020-03-01,Nanjing,土豆,3.1,1328,Guangdong
2020-03-02,Nanjing,土豆,2.83,1418,Guangdong
2020-03-03,Nanjing,土豆,3.29,1411,Henan
2020-03-04,Nanjing,土豆,3.1,1394,Henan
2020-03-05,Nanjing,土豆,2.79,1519,Guangdong
2020-03-06,Nanjing,土豆,3.03,1406,Hebei
2020-03-07,Nanjing,土豆,2.94,1351,Henan
2020-03-08,Nanjing,土豆,3.31,1367,Shandong
2020-03-09,Nanjing,土豆,2.88,1720,Guangdong
2020-03-10,Nanjing,土豆,2.68,1574,Hebei
2020-03-11,Nanjing,土豆,3.33,1391,Sichuan
2020-03-12,Nanjing,土豆,3.05,1511,Hebei
2020-03-13,Nanjing,土豆,2.92,1301,Henan
2020-03-14,Nanjing,土豆,3.14,1512,Henan
2020-03-15,Nanjing,土豆,3.09,1434,Sichuan
2020-03-16,Nanjing,土豆,2.9,1672,Hebei
2020-03-17,Nanjing,土豆,3.19,1514,Guangdong
2020-03-18,Nanjing,土豆,2.89,1399,Shandong
2020-03-19,Nanjing,土豆,3.05,1622,Henan
2020-03-20,Nanjing,土豆,2.96,1215,Guangdong
2020-03-21,Nanjing,土豆,2.75,1661,Guangdong
2020-03-22,Nanjing,土豆,2.85,1604,Shandong
2020-03-23,Nanjing,土豆,3.3,1463,Hebei
2020-03-24,Nanjing,土豆,3.18,1082,Sichuan
2020-03-25,Nanjing,土豆,3.08,1213,Henan
2020-03-26,Nanjing,土豆,2.73,1724,Shandong
2020-03-27,Nanjing,土豆,3.27,1551,Henan
2020-03-28,Nanjing,土豆,3.2,1227,Hebei
2020-03-29,Nanjing,土豆,3.35,1416,Hebei
2020-03-30,Nanjing,土豆,3.09,1501,Shandong
2020-03-31,Nanjing,土豆,3.2,1320,Shandong
2020-04-01,Nanjing,土豆,3.03,1440,Henan
2020-04-02,Nanjing,土豆,3.03,1603,Hebei
2020-04-03,Nanjing,土豆,2.75,1679,Henan
2020-04-04,Nanjing,土豆,3.31,1267,Shandong
2020-04-05,Nanjing,土豆,3.17,1507,Shandong
2020-04-06,Nanjing,土豆,3.1,1293,Hebei
2020-04-07,Nanjing,土豆,3.09,1451,Hebei
2020-04-08,Nanjing,土豆,3.18,1285,Shandong
2020-04-09,Nanjing,土豆,2.77,1672,Guangdong
2020-04-10,Nanjing,土豆,3.14,1448,Shandong
2020-04-11,Nanjing,土豆,3.22,1584,Guangdong
2020-04-12,Nanjing,土豆,3.02,1718,Shandong
2020-04-13,Nanjing,土豆,3.32,1177,Henan
2020-04-14,Nanjing,土豆,3.06,1351,Henan
2020-04-15,Nanjing,土豆,3.23,1338,Guangdong
2020-04-16,Nanjing,土豆,2.98,1555,Shandong
2020-04-17,Nanjing,土豆,2.92,1543,Henan
2020-04-18,Nanjing,土豆,3.17,1439,Sichuan
2020-04-19,Nanjing,土豆,3.17,1370,Hebei
2020-04-20,Nanjing,土豆,2.7,1725,Hebei
2020-04-21,Nanjing,土豆,2.71,1832,Hebei
2020-04-22,Nanjing,土豆,2.94,1240,Sichuan
2020-04-23,Nanjing,土豆,3.4,1208,Sichuan
2020-04-24,Nanjing,土豆,3.11,1479,Shandong
2020-04-25,Nanjing,土豆,2.98,1511,Hebei
2020-04-26,Nanjing,土豆,3.3,1349,Sichuan
2020-04-27,Nanjing,土豆,3.2,1532,Sichuan
2020-04-28,Nanjing,土豆,3.14,1442,Guangdong
2020-04-29,Nanjing,土豆,3.02,1363,Guangdong
2020-04-30,Nanjing,土豆,2.84,1524,Sichuan
2020-05-01,Nanjing,土豆,2.86,1652,Henan
2020-05-02,Nanjing,土豆,2.97,1627,Shandong
2020-05-03,Nanjing,土豆,3.05,1614,Guangdong
2020-05-04,Nanjing,土豆,3.01,1667,Shandong
2020-05-05,Nanjing,土豆,2.92,1366,Guangdong
2020-05-06,Nanjing,土豆,2.98,1612,Guangdong
2020-05-07,Nanjing,土豆,2.77,1598,Guangdong
2020-05-08,Nanjing,土豆,2.34,1787,Sichuan
2020-05-09,Nanjing,土豆,3.37,1483,Henan
2020-05-10,Nanjing,土豆,2.95,1589,Hebei
2020-05-11,Nanjing,土豆,3.07,1375,Hebei
2020-05-12,Nanjing,土豆,2.86,1441,Hebei
2020-05-13,Nanjing,土豆,2.74,1359,Henan
2020-05-14,Nanjing,土豆,2.79,1958,Sichuan
2020-05-15,Nanjing,土豆,2.59,1931,Guangdong
2020-05-16,Nanjing,土豆,3.16,1354,Shandong
2020-05-17,Nanjing,土豆,2.91,1770,Guangdong
2020-05-18,Nanjing,土豆,2.72,1503,Guangdong
2020-05-19,Nanjing,土豆,2.72,1600,Hebei
2020-05-20,Nanjing,土豆,3.06,1489,Sichuan
2020-05-21,Nanjing,土豆,2.83,1819,Henan
2020-05-22,Nanjing,土豆,2.73,1407,Shandong
2020-05-23,Nanjing,土豆,3.02,1433,Hebei
2020-05-24,Nanjing,土豆,2.58,1765,Guangdong
2020-05-25,Nanjing,土豆,2.64,1742,Shandong
2020-05-26,Nanjing,土豆,3.03,1300,Shandong
2020-05-27,Nanjing,土豆,2.62,1558,Guangdong
2020-05-28,Nanjing,土豆,2.71,1691,Guangdong
2020-05-29,Nanjing,土豆,2.63,1570,Guangdong
2020-05-30,Nanjing,土豆,2.57,1733,Sichuan
2020-05-31,Nanjing,土豆,3.01,1317,Guangdong
2020-06-01,Nanjing,土豆,2.56,1446,Henan
2020-06-02,Nanjing,土豆,2.89,1527,Hebei
2020-06-03,Nanjing,土豆,2.45,1740,Henan
2020-06-04,Nanjing,土豆,2.74,1521,Hebei
2020-06-05,Nanjing,土豆,2.65,1492,Sichuan
2020-06-06,Nanjing,土豆,2.77,1659,Sichuan
2020-06-07,Nanjing,土豆,2.72,1859,Shandong
2020-06-08,Nanjing,土豆,2.63,1744,Hebei
2020-06-09,Nanjing,土豆,2.9,1542,Henan
2020-06-10,Nanjing,土豆,2.57,1763,Hebei
2020-06-11,Nanjing,土豆,2.41,1978,Hebei
2020-06-12,Nanjing,土豆,2.58,1586,Henan
2020-06-13,Nanjing,土豆,2.43,1863,Sichuan
2020-06-14,Nanjing,土豆,2.74,1464,Shandong
2020-06-15,Nanjing,土豆,2.49,2077,Sichuan
2020-06-16,Nanjing,土豆,2.29,2160,Hebei
2020-06-17,Nanjing,土豆,2.39,2027,Sichuan
2020-06-18,Nanjing,土豆,2.36,1624,Shandong
2020-06-19,Nanjing,土豆,2.28,2189,Henan
2020-06-20,Nanjing,土豆,2.63,1656,Sichuan
2020-06-21,Nanjing,土豆,2.18,2152,Henan
2020-06-22,Nanjing,土豆,2.48,1788,Shandong
2020-06-23,Nanjing,土豆,2.43,1732,Shandong
2020-06-24,Nanjing,土豆,2.46,1526,Sichuan
2020-06-25,Nanjing,土豆,2.14,2126,Shandong
2020-06-26,Nanjing,土豆,2.63,1370,Sichuan
2020-06-27,Nanjing,土豆,2.47,1703,Henan
2020-06-28,Nanjing,土豆,2.53,1570,Henan
2020-06-29,Nanjing,土豆,2.42,2203,Sichuan
2020-06-30,Nanjing,土豆,2.04,1851,Sichuan
2020-07-01,Nanjing,土豆,2.17,1781,Shandong
2020-07-02,Nanjing,土豆,2.16,1475,Henan
2020-07-03,Nanjing,土豆,2.44,2016,Shandong
2020-07-04,Nanjing,土豆,2.44,1813,Guangdong
2020-07-05,Nanjing,土豆,2.17,1979,Shandong
2020-07-06,Nanjing,土豆,2.13,2029,Henan
2020-07-07,Nanjing,土豆,2.12,2233,Shandong
2020-07-08,Nanjing,土豆,2.08,2059,Guangdong
2020-07-09,Nanjing,土豆,2.3,1845,Guangdong
2020-07-10,Nanjing,土豆,2.12,1907,Sichuan
2020-07-11,Nanjing,土豆,2.13,1827,Sichuan
2020-07-12,Nanjing,土豆,2.61,2160,Henan
2020-07-13,Nanjing,土豆,2.34,1968,Sichuan
2020-07-14,Nanjing,土豆,2.22,2171,Shandong
2020-07-15,Nanjing,土豆,2.0,2468,Guangdong
2020-07-16,Nanjing,土豆,2.06,1815,Hebei
2020-07-17,Nanjing,土豆,2.66,1646,Henan
2020-07-18,Nanjing,土豆,2.11,2087,Hebei
2020-07-19,Nanjing,土豆,2.09,2194,Henan
2020-07-20,Nanjing,土豆,2.05,1962,Sichuan
2020-07-21,Nanjing,土豆,1.7,2960,Shandong
2020-07-22,Nanjing,土豆,1.94,2054,Henan
2020-07-23,Nanjing,土豆,1.96,2292,Henan
2020-07-24,Nanjing,土豆,2.07,2011,Sichuan
2020-07-25,Nanjing,土豆,2.17,2296,Guangdong
2020-07-26,Nanjing,土豆,1.99,2079,Sichuan
2020-07-27,Nanjing,土豆,1.87,2656,Sichuan
2020-07-28,Nanjing,土豆,1.64,2762,Henan
2020-07-29,Nanjing,土豆,2.1,2122,Guangdong
2020-07-30,Nanjing,土豆,1.7,2339,Sichuan
2020-07-31,Nanjing,土豆,2.01,2288,Sichuan
2020-08-01,Nanjing,土豆,1.85,2661,Guangdong
2020-08-02,Nanjing,土豆,1.97,2092,Sichuan
2020-08-03,Nanjing,土豆,1.96,2276,Guangdong
2020-08-04,Nanjing,土豆,1.85,2389,Shandong
2020-08-05,Nanjing,土豆,1.61,2859,Guangdong
2020-08-06,Nanjing,土豆,1.48,2888,Shandong
2020-08-07,Nanjing,土豆,1.59,2939,Henan
2020-08-08,Nanjing,土豆,1.74,2600,Hebei
2020-08-09,Nanjing,土豆,1.83,2154,Guangdong
2020-08-10,Nanjing,土豆,2.1,2120,Henan
2020-08-11,Nanjing,土豆,1.56,2928,Henan
2020-08-12,Nanjing,土豆,1.72,2514,Guangdong
2020-08-13,Nanjing,土豆,1.72,2469,Sichuan
2020-08-14,Nanjing,土豆,1.8,2387,Guangdong
2020-08-15,Nanjing,土豆,2.33,1822,Shandong
2020-08-16,Nanjing,土豆,1.76,2660,Sichuan
2020-08-17,Nanjing,土豆,1.76,2850,Guangdong
2020-08-18,Nanjing,土豆,1.81,2245,Henan
2020-08-19,Nanjing,土豆,2.18,2294,Sichuan
2020-08-20,Nanjing,土豆,1.56,3365,Henan
2020-08-21,Nanjing,土豆,1.78,2560,Sichuan
2020-08-22,Nanjing,土豆,1.85,1913,Hebei
2020-08-23,Nanjing,土豆,1.68,2277,Guangdong
2020-08-24,Nanjing,土豆,1.63,3315,Hebei
2020-08-25,Nanjing,土豆,1.91,2512,Sichuan
2020-08-26,Nanjing,土豆,1.81,2035,Guangdong
2020-08-27,Nanjing,土豆,1.83,2591,Guangdong
2020-08-28,Nanjing,土豆,1.72,2671,Hebei
2020-08-29,Nanjing,土豆,1.46,2642,Guangdong
2020-08-30,Nanjing,土豆,1.62,3054,Sichuan
2020-08-31,Nanjing,土豆,1.58,3059,Sichuan
2020-09-01,Nanjing,土豆,1.76,2553,Henan
2020-09-02,Nanjing,土豆,1.52,2602,Shandong
2020-09-03,Nanjing,土豆,1.58,2751,Henan
2020-09-04,Nanjing,土豆,1.49,3509,Guangdong
2020-09-05,Nanjing,土豆,1.49,2878,Henan
2020-09-06,Nanjing,土豆,1.99,2028,Hebei
2020-09-07,Nanjing,土豆,1.52,3127,Guangdong
2020-09-08,Nanjing,土豆,1.45,3070,Sichuan
2020-09-09,Nanjing,土豆,1.64,3106,Guangdong
2020-09-10,Nanjing,土豆,1.62,2550,Hebei
2020-09-11,Nanjing,土豆,1.59,2794,Henan
2020-09-12,Nanjing,土豆,1.68,2521,Guangdong
2020-09-13,Nanjing,土豆,1.52,2728,Shandong
2020-09-14,Nanjing,土豆,1.95,2542,Guangdong
2020-09-15,Nanjing,土豆,1.52,2558,Henan
2020-09-16,Nanjing,土豆,1.32,3530,Henan
2020-09-17,Nanjing,土豆,1.63,2549,Henan
2020-09-18,Nanjing,土豆,1.72,2492,Hebei
2020-09-19,Nanjing,土豆,1.3,3646,Guangdong
2020-09-20,Nanjing,土豆,1.63,2425,Hebei
2020-09-21,Nanjing,土豆,1.31,3902,Henan
2020-09-22,Nanjing,土豆,1.63,2343,Guangdong
2020-09-23,Nanjing,土豆,1.31,3736,Henan
2020-09-24,Nanjing,土豆,1.77,2364,Shandong
2020-09-25,Nanjing,土豆,1.5,2955,Sichuan
2020-09-26,Nanjing,土豆,1.73,2493,Shandong
2020-09-27,Nanjing,土豆,1.54,2616,Shandong
2020-09-28,Nanjing,土豆,1.8,2597,Shandong
2020-09-29,Nanjing,土豆,1.49,2758,Sichuan
2020-09-30,Nanjing,土豆,1.3,3595,Shandong
2020-10-01,Nanjing,土豆,1.63,2915,Henan
2020-10-02,Nanjing,土豆,1.44,3262,Hebei
2020-10-03,Nanjing,土豆,1.28,3633,Shandong
2020-10-04,Nanjing,土豆,1.59,3061,Guangdong
2020-10-05,Nanjing,土豆,1.55,3599,Hebei
2020-10-06,Nanjing,土豆,1.42,2792,Henan
2020-10-07,Nanjing,土豆,1.36,3730,Hebei
2020-10-08,Nanjing,土豆,1.64,2362,Guangdong
2020-10-09,Nanjing,土豆,1.59,3095,Guangdong
2020-10-10,Nanjing,土豆,1.76,2958,Henan
2020-10-11,Nanjing,土豆,1.76,2788,Guangdong
2020-10-12,Nanjing,土豆,1.52,2531,Hebei
2020-10-13,Nanjing,土豆,1.42,3111,Henan
2020-10-14,Nanjing,土豆,1.8,2524,Guangdong
2020-10-15,Nanjing,土豆,1.3,3142,Hebei
2020-10-16,Nanjing,土豆,1.52,2579,Hebei
2020-10-17,Nanjing,土豆,1.67,2541,Hebei
2020-10-18,Nanjing,土豆,1.63,3086,Hebei
2020-10-19,Nanjing,土豆,1.64,2819,Shandong
2020-10-20,Nanjing,土豆,1.44,2749,Shandong
2020-10-21,Nanjing,土豆,1.59,2787,Sichuan
2020-10-22,Nanjing,土豆,1.47,3290,Hebei
2020-10-23,Nanjing,土豆,1.24,3385,Guangdong
2020-10-24,Nanjing,土豆,1.71,2514,Henan
2020-10-25,Nanjing,土豆,1.73,1905,Guangdong
2020-10-26,Nanjing,土豆,1.44,3345,Guangdong
2020-10-27,Nanjing,土豆,1.63,2980,Guangdong
2020-10-28,Nanjing,土豆,1.85,2036,Sichuan
2020-10-29,Nanjing,土豆,1.43,3155,Guangdong
2020-10-30,Nanjing,土豆,1.62,2824,Guangdong
2020-10-31,Nanjing,土豆,1.93,2016,Henan
2020-11-01,Nanjing,土豆,1.97,2334,Henan
2020-11-02,Nanjing,土豆,1.79,2673,Guangdong
2020-11-03,Nanjing,土豆,2.0,1951,Shandong
2020-11-04,Nanjing,土豆,1.77,2680,Guangdong
2020-11-05,Nanjing,土豆,1.68,2734,Guangdong
2020-11-06,Nanjing,土豆,1.66,2631,Hebei
2020-11-07,Nanjing,土豆,1.95,2460,Guangdong
2020-11-08,Nanjing,土豆,1.86,1815,Guangdong
2020-11-09,Nanjing,土豆,1.66,2400,Henan
2020-11-10,Nanjing,土豆,1.57,2582,Sichuan
2020-11-11,Nanjing,土豆,1.69,2493,Henan
2020-11-12,Nanjing,土豆,1.87,2153,Hebei
2020-11-13,Nanjing,土豆,1.81,2499,Guangdong
2020-11-14,Nanjing,土豆,2.12,2341,Shandong
2020-11-15,Nanjing,土豆,1.91,2308,Sichuan
2020-11-16,Nanjing,土豆,1.59,2612,Henan
2020-11-17,Nanjing,土豆,1.77,2449,Henan
2020-11-18,Nanjing,土豆,1.87,2711,Shandong
2020-11-19,Nanjing,土豆,1.85,2329,Henan
2020-11-20,Nanjing,土豆,1.87,2412,Hebei
2020-11-21,Nanjing,土豆,2.22,1854,Henan
2020-11-22,Nanjing,土豆,1.86,2344,Shandong
2020-11-23,Nanjing,土豆,1.96,2471,Henan
2020-11-24,Nanjing,土豆,1.89,2494,Shandong
2020-11-25,Nanjing,土豆,2.03,2214,Hebei
2020-11-26,Nanjing,土豆,1.94,1899,Guangdong
2020-11-27,Nanjing,土豆,1.7,2780,Henan
2020-11-28,Nanjing,土豆,1.94,2247,Hebei
2020-11-29,Nanjing,土豆,2.1,2224,Shandong
2020-11-30,Nanjing,土豆,2.11,2407,Sichuan
2020-12-01,Nanjing,土豆,1.87,2194,Guangdong
2020-12-02,Nanjing,土豆,1.68,2960,Guangdong
2020-12-03,Nanjing,土豆,2.15,1996,Guangdong
2020-12-04,Nanjing,土豆,2.0,2195,Guangdong
2020-12-05,Nanjing,土豆,1.87,2828,Hebei
2020-12-06,Nanjing,土豆,1.88,2164,Henan
2020-12-07,Nanjing,土豆,1.77,2403,Guangdong
2020-12-08,Nanjing,土豆,2.09,2391,Hebei
2020-12-09,Nanjing,土豆,2.09,1867,Henan
2020-12-10,Nanjing,土豆,2.41,1603,Shandong
2020-12-11,Nanjing,土豆,2.06,2140,Hebei
2020-12-12,Nanjing,土豆,2.06,2389,Henan
2020-12-13,Nanjing,土豆,2.22,1763,Sichuan
2020-12-14,Nanjing,土豆,1.91,2436,Shandong
2020-12-15,Nanjing,土豆,2.45,1729,Hebei
2020-12-16,Nanjing,土豆,1.85,2471,Henan
2020-12-17,Nanjing,土豆,1.98,2177,Henan
2020-12-18,Nanjing,土豆,2.21,1920,Henan
2020-12-19,Nanjing,土豆,2.28,1842,Hebei
2020-12-20,Nanjing,土豆,2.44,2053,Henan
2020-12-21,Nanjing,土豆,2.69,1620,Shandong
2020-12-22,Nanjing,土豆,2.33,1902,Guangdong
2020-12-23,Nanjing,土豆,2.2,1715,Henan
2020-12-24,Nanjing,土豆,2.36,1961,Henan
2020-12-25,Nanjing,土豆,2.52,1862,Shandong
2020-12-26,Nanjing,土豆,2.3,1731,Shandong
2020-12-27,Nanjing,土豆,2.37,2103,Shandong
2020-12-28,Nanjing,土豆,1.87,2628,Guangdong
2020-12-29,Nanjing,土豆,2.04,2414,Shandong
2020-12-30,Nanjing,土豆,2.22,1799,Sichuan
2020-12-31,Nanjing,土豆,2.19,2172,Guangdong
2021-01-01,Nanjing,土豆,1.96,1875,Shandong
2021-01-02,Nanjing,土豆,2.26,2260,Sichuan
2021-01-03,Nanjing,土豆,2.43,2170,Sichuan
2021-01-04,Nanjing,土豆,2.35,1756,Henan
2021-01-05,Nanjing,土豆,2.35,2028,Hebei
2021-01-06,Nanjing,土豆,2.47,1686,Hebei
2021-01-07,Nanjing,土豆,2.8,1484,Henan
2021-01-08,Nanjing,土豆,2.62,1500,Henan
2021-01-09,Nanjing,土豆,2.83,1498,Sichuan
2021-01-10,Nanjing,土豆,2.64,1511,Guangdong
2021-01-11,Nanjing,土豆,2.18,2103,Hebei
2021-01-12,Nanjing,土豆,2.6,1550,Hebei
2021-01-13,Nanjing,土豆,2.44,1712,Guangdong
2021-01-14,Nanjing,土豆,2.6,1462,Henan
2021-01-15,Nanjing,土豆,2.72,1701,Henan
2021-01-16,Nanjing,土豆,3.04,1490,Hebei
2021-01-17,Nanjing,土豆,3.02,1349,Sichuan
2021-01-18,Nanjing,土豆,2.77,1666,Shandong
2021-01-19,Nanjing,土豆,2.81,1506,Henan
2021-01-20,Nanjing,土豆,2.84,1574,Henan
2021-01-21,Nanjing,土豆,2.8,1557,Hebei
2021-01-22,Nanjing,土豆,3.28,1287,Hebei
2021-01-23,Nanjing,土豆,3.01,1554,Hebei
2021-01-24,Nanjing,土豆,2.98,1288,Sichuan
2021-01-25,Nanjing,土豆,3.31,1525,Henan
2021-01-26,Nanjing,土豆,3.19,1269,Hebei
2021-01-27,Nanjing,土豆,3.14,1463,Hebei
2021-01-28,Nanjing,土豆,2.87,1406,Hebei
2021-01-29,Nanjing,土豆,3.02,1728,Hebei
2021-01-30,Nanjing,土豆,2.97,1648,Henan
2021-01-31,Nanjing,土豆,3.34,1544,Sichuan
2021-02-01,Nanjing,土豆,3.37,1552,Henan
2021-02-02,Nanjing,土豆,3.17,1059,Henan
2021-02-03,Nanjing,土豆,2.78,1347,Henan
2021-02-04,Nanjing,土豆,3.21,1170,Henan
2021-02-05,Nanjing,土豆,2.75,1555,Hebei
2021-02-06,Nanjing,土豆,3.29,1230,Shandong
2021-02-07,Nanjing,土豆,3.04,1530,Hebei
2021-02-08,Nanjing,土豆,3.03,1220,Guangdong
2021-02-09,Nanjing,土豆,3.0,1579,Shandong
2021-02-10,Nanjing,土豆,3.24,1371,Sichuan
2021-02-11,Nanjing,土豆,3.37,1494,Hebei
2021-02-12,Nanjing,土豆,3.1,1753,Sichuan
2021-02-13,Nanjing,土豆,3.3,1421,Hebei
2021-02-14,Nanjing,土豆,3.3,1495,Shandong
2021-02-15,Nanjing,土豆,3.26,1178,Sichuan
2021-02-16,Nanjing,土豆,2.96,1537,Hebei
2021-02-17,Nanjing,土豆,3.38,1518,Sichuan
2021-02-18,Nanjing,土豆,3.02,1597,Shandong
2021-02-19,Nanjing,土豆,2.83,1540,Hebei
2021-02-20,Nanjing,土豆,3.05,1387,Hebei
2021-02-21,Nanjing,土豆,3.53,1211,Guangdong
2021-02-22,Nanjing,土豆,3.1,1272,Henan
2021-02-23,Nanjing,土豆,2.91,1419,Sichuan
2021-02-24,Nanjing,土豆,2.94,1194,Guangdong
2021-02-25,Nanjing,土豆,2.67,1791,Hebei
2021-02-26,Nanjing,土豆,2.94,1455,Guangdong
2021-02-27,Nanjing,土豆,3.33,1260,Henan
2021-02-28,Nanjing,土豆,2.89,1478,Hebei
2021-03-01,Nanjing,土豆,3.22,1411,Sichuan
2021-03-02,Nanjing,土豆,2.98,1712,Shandong
2021-03-03,Nanjing,土豆,3.19,1588,Henan
2021-03-04,Nanjing,土豆,2.88,1397,Henan
2021-03-05,Nanjing,土豆,3.05,1344,Hebei
